,ID,Name,Age,Nationality,Club,Value,Wage,Preferred Foot,Joined,
7299,234151,David Carmona,21,Spain,Cádiz CF,€1.1M,€3K,Right,"Jul 2, 2018",
7300,191655,Kim Seung Gyu,27,Korea Republic,Vissel Kobe,€725K,€3K,Right,"Jan 5, 2016",
7301,215208,E. Isnaldo,24,Argentina,Defensa y Justicia,€1.2M,€5K,Left,"Jul 23, 2018",
7302,224424,R. Neudecker,21,Germany,FC St. Pauli,€1.5M,€6K,Left,"Jul 1, 2016",
7303,238504,A. Bassi,20,Morocco,AS Nancy Lorraine,€1.3M,€3K,Right,"May 7, 2017",
7304,244648,M. Barać,23,Croatia,SK Rapid Wien,€950K,€6K,Right,"Jul 12, 2018",
7305,214441,A. Contreras,25,Chile,Universidad de Chile,€1M,€5K,Right,"Jun 16, 2016",
7306,233897,M. Fall,26,Senegal,KAS Eupen,€1.1M,€6K,Right,,
7307,244393,Gonzalo Villar,20,Spain,Elche CF,€1.6M,€2K,Right,"Jul 9, 2018",
7308,183465,J. Rodwell,27,England,Blackburn Rovers,€925K,€16K,Right,"Aug 23, 2018",
7309,214187,C. Bejarano,33,Equatorial Guinea,América de Cali,€450K,€1K,Right,"Jul 9, 2015",
7310,220075,M. Kanno,23,Saudi Arabia,Al Hilal,€1.2M,€12K,Right,"Jul 6, 2017",
7311,229803,E. Taffertshofer,23,Germany,SV Sandhausen,€1M,€3K,Right,"Jul 1, 2018",
7312,235947,J. Brunetta,21,Argentina,Belgrano de Córdoba,€1.6M,€5K,Right,"Aug 23, 2017",
7313,239787,G. Torres,22,Colombia,Atlético Nacional,€1.5M,€2K,Right,"Jun 29, 2017",
7314,184747,C. Martin,29,Scotland,Hull City,€900K,€19K,Right,,
7315,193195,N. Ben Khalifa,26,Switzerland,FC St. Gallen,€1.1M,€7K,Right,"Jun 30, 2017",
7316,231596,J. Contreras,23,Venezuela,La Berrichonne de Châteauroux,€975K,€2K,Right,"Jul 1, 2013",
7317,138413,M. Kilgallon,34,England,Hamilton Academical FC,€270K,€3K,Left,"Aug 31, 2018",
7318,214957,H. Osorio,30,Colombia,Rionegro Águilas,€875K,€1K,Right,"Feb 8, 2018",
7319,234413,F. Müller,25,Germany,SV Sandhausen,€1.1M,€3K,Left,"Jul 1, 2018",
7320,234925,K. Pierie,17,Netherlands,SC Heerenveen,€1.2M,€2K,Left,"Jul 1, 2016",
7321,219566,F. Friday,23,Nigeria,AZ Alkmaar,€1.2M,€6K,Right,"Jul 15, 2016",
7322,243630,J. David,18,Canada,KAA Gent,€1.9M,€5K,Right,"Apr 24, 2017",
7323,208047,Kim In Seong,28,Korea Republic,Ulsan Hyundai FC,€900K,€4K,Right,"Dec 28, 2015",
7324,225455,V. Dávila,20,Chile,Club Necaxa,€1.3M,€5K,Left,"Jun 14, 2017",
7325,232623,Y. Ideguchi,21,Japan,SpVgg Greuther Fürth,€1.3M,€11K,Right,,
7326,192431,Mario Ortíz,29,Spain,CF Reus Deportiu,€850K,€4K,Right,"Jul 11, 2018",
7327,192687,Roberson,29,Brazil,Jeju United FC,€900K,€12K,Left,,
7328,205232,D. McGeouch,25,Scotland,Sunderland,€1.1M,€6K,Right,"Jul 2, 2018",
7329,215216,A. Niz,30,Argentina,Club Atlético Tigre,€675K,€6K,Right,"Jul 1, 2017",
7330,225200,Kike Barja,21,Spain,CA Osasuna,€1.3M,€3K,Right,"Jul 28, 2014",
7331,231601,Dalmau,24,Spain,Heracles Almelo,€1.2M,€4K,Right,"Jul 1, 2018",
7332,240561,G. Bouzoukis,20,Greece,Panathinaikos FC,€1.5M,€1K,Left,"Aug 24, 2016",
7333,214194,A. Correa,24,Colombia,La Equidad,€1M,€1K,Left,"Jan 17, 2017",
7334,221619,V. Cabrera,25,Argentina,Montreal Impact,€950K,€3K,Right,"Jan 23, 2016",
7335,182451,Cheng Yuelei,30,China PR,Guangzhou R&F,https://cdn.sofifa.org/teams/2/light/112429.png,€575K,1010,1,€1.2M
7336,202676,A. Taggart,25,Australia,Brisbane Roar,€1.1M,€3K,Right,"Jun 1, 2018",
7337,224436,S. Väisänen,24,Finland,Crotone,€950K,€5K,Right,,
7338,225204,Raúl Guti,21,Spain,Real Zaragoza,€1.3M,€3K,Right,"Jul 1, 2015",
7339,114356,M. Wölfli,35,Switzerland,BSC Young Boys,€210K,€4K,Right,"Jul 1, 2000",
7340,193716,D. Wilson,26,Scotland,Colorado Rapids,€925K,€3K,Left,"Feb 7, 2018",
7341,200629,A. Santurro,26,Italy,Bologna,€800K,€9K,Right,"Aug 15, 2017",
7342,208309,I. Cissé,24,Guinea,Fulham,€1M,€16K,Right,"Jul 7, 2017",
7343,223157,A. Novakovich,21,United States,Fortuna Sittard,€1.3M,€11K,Right,,
7344,172470,N. Pedersen,30,Denmark,FC Emmen,€875K,€4K,Right,"Aug 9, 2018",
7345,189110,P. Hanlon,28,Scotland,Hibernian,€850K,€3K,Left,"Jan 1, 2008",
7346,193206,O. Lee,26,England,Heart of Midlothian,€1M,€4K,Right,"Jul 1, 2018",
7347,209335,K. Haugen,24,Norway,Molde FK,€1M,€3K,Left,"Jan 11, 2018",
7348,233911,Matos,23,Spain,Cádiz CF,€1.1M,€4K,Left,"Jul 4, 2018",
7349,192439,M. Davidson,30,Scotland,St. Johnstone FC,€825K,€3K,Right,"Jun 1, 2009",
7350,215480,A. Boljević,22,Montenegro,Waasland-Beveren,€1.2M,€5K,Right,"Aug 9, 2016",
7351,232120,S. Moore,21,United States,CF Reus Deportiu,€1.3M,€6K,Right,,
7352,232376,T. Aoki,28,Japan,Urawa Red Diamonds,€725K,€5K,Right,"Jan 14, 2014",
7353,238008,J. Elliott,22,England,Philadelphia Union,€1M,€3K,Right,"Feb 24, 2017",
7354,197817,H. Mosquera,31,Colombia,Rionegro Águilas,€600K,€1K,Right,"Jul 29, 2014",
7355,201401,Campabadal,25,Spain,CD Lugo,€975K,€4K,Right,"Jul 6, 2017",
7356,214201,C. Alzáte,30,Colombia,Jaguares de Córdoba,€850K,€1K,Right,"Jul 21, 2018",
7357,214969,F. Godoy,28,Argentina,Club Atlético Aldosivi,€725K,€7K,Right,,
7358,230074,E. Kwateng,21,France,FC Nantes,€1.1M,€6K,Right,"Dec 21, 2015",
7359,204475,Lobato,29,Spain,Sporting Kansas City,€875K,€4K,Left,"Jun 29, 2017",
7360,238779,J. Verlaat,22,Netherlands,SV Sandhausen,€1M,€3K,Right,"Jul 1, 2018",
7361,179899,A. Skúlason,31,Iceland,Sporting Lokeren,€575K,€6K,Left,"Jul 18, 2016",
7362,190651,M. Martínez,34,Argentina,Belgrano de Córdoba,€270K,€6K,Right,"Jul 23, 2018",
7363,208316,A. Blomqvist,26,Sweden,IFK Norrköping,€1.1M,€3K,Right,"Jan 27, 2016",
7364,213948,D. Holmes,23,United States,Derby County,€1.2M,€14K,Right,"Aug 9, 2018",
7365,224956,D. Crowley,20,England,Willem II,€1.3M,€3K,Right,"Jul 17, 2017",
7366,234172,B. Bese,24,Hungary,Le Havre AC,€975K,€3K,Right,"Aug 19, 2016",
7367,240060,M. Aarons,18,England,Norwich City,€1.6M,€4K,Right,"Jul 1, 2017",
7368,237245,E. Segura,21,Colombia,Atlético Huila,€1.4M,€1K,Right,"Jan 5, 2017",
7369,174013,Olmo,33,Spain,CF Reus Deportiu,€375K,€4K,Left,"Jul 16, 2016",
7370,183741,M. Zullo,29,Australia,Sydney FC,€675K,€4K,Left,"May 12, 2016",
7371,212158,O. Osawe,24,Nigeria,FC Ingolstadt 04,€1.2M,€10K,Right,"Jul 1, 2018",
7372,213694,K. Gorré,23,Netherlands,CD Nacional,€1.2M,€5K,Right,"Jul 1, 2018",
7373,223934,B. Yardımcı,25,Turkey,Bursaspor,€900K,€6K,Right,"Jul 4, 2017",
7374,229054,L. Gör,27,Turkey,BB Erzurumspor,€900K,€6K,Left,"Aug 8, 2017",
7375,230334,Jessé Ferdeira,26,Brazil,América FC (Minas Gerais),€750K,€6K,Left,"Jan 1, 2018",
7376,237502,D. Johnsen,20,Norway,Ajax,€1.5M,€6K,Right,"Aug 16, 2017",
7377,239550,A. Gravillon,20,France,Pescara,€1.8M,€2K,Right,"Jan 17, 2018",
7378,240574,A. Brighenti,30,Italy,US Cremonese,€875K,€2K,Right,"Jul 13, 2013",
7379,195262,A. Grimaldi,27,Germany,TSV 1860 München,€1M,€4K,Right,"Jul 1, 2018",
7380,215999,D. Díaz,32,Chile,Curicó Unido,€525K,€2K,Right,"Jan 1, 2018",
7381,201408,S. D'Elia,29,Italy,Ascoli,€675K,€2K,Left,"Aug 9, 2018",
7382,221376,A. Puljić,30,Croatia,Al Faisaly,€675K,€9K,Right,"Aug 13, 2018",
7383,238784,B. Rother,21,Germany,1. FC Magdeburg,€1.1M,€4K,Right,"Jul 1, 2017",
7384,239808,M. Sáček,21,Czech Republic,Sparta Praha,€1.5M,€1K,Right,"Jul 1, 2016",
7385,206529,F. Boli,24,Ivory Coast,Stabæk Fotball,€1.2M,€2K,Right,"Jan 16, 2017",
7386,214721,F. Falcone,28,Argentina,Boavista FC,€925K,€4K,Right,"Jul 20, 2018",
7387,228033,Chi Zhongguo,28,China PR,Beijing Sinobo Guoan FC,€900K,€8K,Right,"Jan 1, 2018",
7388,233409,R. Gumny,20,Poland,Lech Poznań,€1.8M,€3K,Right,"Jan 1, 2016",
7389,223426,B. Zech,27,Austria,SCR Altach,€750K,€5K,Right,"Sep 3, 2012",
7390,228290,J. Laporte,24,France,Clermont Foot 63,€975K,€3K,Right,"Jul 1, 2015",
7391,231874,J. Horn,21,Germany,1. FC Köln,€1.1M,€5K,Left,"Jul 1, 2017",
7392,183490,J. van den Bergh,31,Germany,Holstein Kiel,€575K,€5K,Left,"Sep 1, 2017",
7393,183746,A. Vršajevič,32,Bosnia Herzegovina,Akhisar Belediyespor,€500K,€7K,Right,"Jul 13, 2018",
7394,186562,J. Magennis,27,Northern Ireland,Bolton Wanderers,€950K,€5K,Right,"Jul 30, 2018",
7395,208323,C. Rivieyran,27,France,Chamois Niortais Football Club,€750K,€3K,Right,"Jun 10, 2017",
7396,243907,D. Koita,18,France,En Avant de Guingamp,€1.3M,€4K,Right,"Jul 1, 2018",
7397,208324,P. Polomat,24,France,AS Saint-Étienne,€975K,€9K,Left,"Jul 1, 2013",
7398,212932,Y. Ono,25,Japan,Sagan Tosu,€1.1M,€3K,Right,"Jan 22, 2017",
7399,222660,Hwang Hyun Soo,22,Korea Republic,FC Seoul,€1M,€3K,Right,"Jan 1, 2014",
7400,232132,Joaquín,22,Spain,Real Valladolid CF,€975K,€6K,Right,"Aug 31, 2018",
7401,232388,Vitor Costa,24,Brazil,CD Aves,€1M,€4K,Left,"Jan 1, 2016",
7402,203461,H. Kryeziu,25,Kosovo,FC Zürich,€1M,€6K,Right,"Jun 10, 2018",
7403,220357,J. Bajandouh,25,Saudi Arabia,Al Ittihad,€975K,€12K,Right,"Jun 1, 2013",
7404,223686,T. Wellenreuther,22,Germany,Willem II,€925K,€3K,Right,"Jul 1, 2017",
7405,242374,M. Barrow,19,Gambia,Atalanta,€1.9M,€6K,Right,"Jan 1, 2018",
7406,187334,L. Hallenius,29,Sweden,GIF Sundsvall,€900K,€2K,Right,"Jan 23, 2017",
7407,229575,D. Mancini,21,Argentina,AJ Auxerre,€1.5M,€11K,Right,,
7408,176583,L. Álvarez,33,Uruguay,Rionegro Águilas,€450K,€1K,Right,"Jan 7, 2018",
7409,209608,D. Burbano,30,Colombia,Independiente Santa Fe,€850K,€2K,Right,"Jul 3, 2018",
7410,215240,M. Fissore,27,Argentina,San Martín de San Juan,€850K,€6K,Right,"Jul 1, 2015",
7411,165064,J. Promes,34,Netherlands,VVV-Venlo,€270K,€3K,Right,"Jul 8, 2013",
7412,237000,R. Cannon,20,United States,FC Dallas,€1.4M,€2K,Right,"Dec 22, 2016",
7413,239048,H. Akbunar,24,Turkey,Göztepe SK,€1.1M,€8K,Left,"Jun 17, 2017",
7414,241096,S. Tonali,18,Italy,Brescia,€1.8M,€1K,Right,"Jul 1, 2017",
7415,190408,M. Reginiussen,30,Norway,Ranheim Fotball,€825K,€2K,Right,"Mar 1, 2012",
7416,204489,S. Elbers,26,Netherlands,PEC Zwolle,€1.1M,€5K,Left,"Aug 14, 2018",
7417,212169,J. Michel,26,France,Sporting Lokeren,€1.1M,€6K,Left,"Sep 1, 2017",
7418,216265,U. Ikpeazu,23,England,Heart of Midlothian,€1.2M,€4K,Right,"Jul 1, 2018",
7419,237257,J. Yueill,21,United States,San Jose Earthquakes,€1.3M,€3K,Right,"Jan 13, 2017",
7420,243401,André Vidigal,19,Portugal,Fortuna Sittard,€1.4M,€2K,Left,"Jan 1, 2018",
7421,184777,E. Herrera,29,Mexico,Santos Laguna,€900K,€22K,Right,,
7422,206538,K. Stewart,24,England,Hull City,€950K,€9K,Right,"Jul 21, 2017",
7423,214730,I. González,28,Chile,San Luis de Quillota,€725K,€2K,Right,"Jun 14, 2017",
7424,224970,J. Dompé,22,France,KAA Gent,€1.2M,€7K,Right,"Jul 1, 2018",
7425,193482,Zequinha,31,Portugal,Vitória de Setúbal,€775K,€3K,Right,"Jul 24, 2018",
7426,231627,U. Sadiq,21,Nigeria,Rangers FC,€1.6M,€17K,Right,,
7427,146636,José Juan,39,Spain,Elche CF,€60K,€1K,Left,"Jul 1, 2017",
7428,216268,D. Watmore,24,England,Sunderland,€1.2M,€5K,Right,"Jul 1, 2013",
7429,230860,D. Poha,21,France,Stade Rennais FC,€1.3M,€9K,Right,"Dec 12, 2016",
7430,177100,T. Werner,32,Germany,VfB Stuttgart,€700K,€13K,Left,"Aug 3, 2016",
7431,224205,M. Barbieri,27,Argentina,Unión La Calera,€950K,€7K,Right,,
7432,190669,O. Jansson,27,Sweden,Örebro SK,€725K,€2K,Right,"Jan 1, 2013",
7433,203982,J. Valencia,32,Colombia,Independiente Santa Fe,€500K,€2K,Left,"Dec 30, 2015",
7434,205518,Y. Croizet,26,France,Sporting Kansas City,€1M,€4K,Left,"Dec 16, 2017",
7435,220878,M. Cacutalua,23,Germany,FC Erzgebirge Aue,€1M,€3K,Right,"Jul 1, 2017",
7436,228814,A. Green,19,England,Portsmouth,€1.9M,€4K,Right,,
7437,166862,J. Wright,32,England,Sheffield United,€525K,€5K,Left,"Jul 10, 2016",
7438,122574,S. Whittaker,34,Scotland,Hibernian,€250K,€3K,Right,"Jul 15, 2017",
7439,197839,Leonardo,30,Brazil,Houston Dynamo,€675K,€3K,Right,"Jan 4, 2017",
7440,209359,B. O'Neill,24,Australia,Sydney FC,€1M,€3K,Right,"May 25, 2015",
7441,216271,J. van Aken,24,Netherlands,Sheffield Wednesday,€1M,€9K,Left,"Aug 30, 2017",
7442,222671,Everaldo,26,Brazil,Querétaro,€1.1M,€5K,Right,"Jul 21, 2017",
7443,228815,T. Roberts,19,Wales,Leeds United,€1.9M,€9K,Right,"Jan 31, 2018",
7444,241103,Z. Vanheusden,18,Belgium,Standard de Liège,€1.7M,€8K,Right,,
7445,208592,M. Delgado,23,United States,Toronto FC,€1.2M,€3K,Right,"Nov 19, 2014",
7446,162512,S. Cuthbert,31,Scotland,Stevenage,€600K,€5K,Right,"Jul 1, 2018",
7447,170448,J. Zimmermann,33,Germany,Eintracht Frankfurt,€450K,€9K,Left,"Jul 1, 2017",
7448,211409,Nixon,25,Brazil,Kalmar FF,€1.1M,€2K,Right,"Jan 1, 2013",
7449,176849,P. Gibaud,30,France,Grenoble Foot 38,€650K,€3K,Right,"Aug 10, 2018",
7450,179665,A. Pilkington,30,Republic of Ireland,Cardiff City,€875K,€19K,Right,"Aug 14, 2014",
7451,219090,R. Osorio,23,Chile,CD O'Higgins,€1.1M,€3K,Left,"Jul 13, 2013",
7452,230866,K. Mahlasela,27,South Africa,Kaizer Chiefs,€950K,€1K,Right,"Jan 3, 2018",
7453,237010,Deng Hanwen,23,China PR,Guangzhou Evergrande Taobao FC,€1.1M,€6K,Right,"Jan 1, 2018",
7454,240082,M. Lysov,20,Russia,Lokomotiv Moscow,€1.4M,€1K,Left,"Jan 1, 2014",
7455,202708,L. Palun,29,Gabon,KSV Cercle Brugge,€675K,€6K,Right,"Jul 1, 2017",
7456,139476,D. Gerken,33,England,Ipswich Town,€450K,€3K,Right,"Jul 12, 2013",
7457,210644,E. Marcondes,23,Denmark,Brentford,€1.2M,€14K,Right,"Jan 1, 2018",
7458,163796,S. Darbion,34,France,ESTAC Troyes,€450K,€4K,Left,"Jul 1, 2012",
7459,230356,Ataúlfo Anjos,26,Brazil,América FC (Minas Gerais),€750K,€6K,Right,"Jan 1, 2018",
7460,237524,S. Kaba,23,Guinea,Elche CF,€1.2M,€3K,Right,"Jul 1, 2017",
7461,237780,K. Yamamura,28,Japan,Cerezo Osaka,€900K,€4K,Right,"Jan 11, 2016",
7462,219605,C. Cuevas,23,Chile,FK Austria Wien,€1M,€6K,Left,"Jul 30, 2018",
7463,223957,L. Pirard,23,Belgium,Sint-Truidense VV,€875K,€3K,Right,"Jul 1, 2016",
7464,232661,M. Bareiro,23,Argentina,Defensa y Justicia,€1.3M,€6K,Right,,
7465,177877,J. Torres,30,United States,Puebla FC,€675K,€17K,Left,,
7466,181205,A. Hloušek,29,Czech Republic,Legia Warszawa,€675K,€4K,Left,"Feb 2, 2016",
7467,193749,P. Mlapa,27,Togo,VVV-Venlo,€950K,€9K,Right,,
7468,170966,C. Esquivel,36,Mexico,Tiburones Rojos de Veracruz,€300K,€7K,Right,,
7469,198103,J. Leist,30,Germany,SG Sonnenhof Großaspach,€675K,€3K,Right,"Jul 1, 2014",
7470,199384,F. Koch,29,Austria,SK Sturm Graz,€675K,€8K,Right,"Jul 1, 2016",
7471,212440,Jung Seok Hwa,27,Korea Republic,Gangwon FC,€1M,€3K,Right,"Jan 5, 2018",
7472,221144,Alain Oyarzun,24,Spain,CD Numancia,€1.1M,€4K,Left,"Jul 2, 2018",
7473,229336,A. Grgić,21,Switzerland,FC Sion,€1.4M,€9K,Right,,
7474,236248,B. Woodburn,18,Wales,Sheffield United,€1.8M,€15K,Right,,
7475,171992,Juan Carlos,30,Spain,CD Numancia,€575K,€4K,Right,"Jul 23, 2018",
7476,191192,D. Petrucci,26,Italy,Çaykur Rizespor,€925K,€6K,Right,"Aug 29, 2016",
7477,204761,G. Hall,26,England,Queens Park Rangers,€900K,€4K,Right,"Aug 7, 2015",
7478,220889,Guille Donoso,22,Spain,CD Lugo,€1.3M,€4K,Right,"Jul 1, 2017",
7479,244185,S. Mraz,21,Slovakia,Empoli,€1.4M,€5K,Right,"Jul 3, 2018",
7480,200922,S. Schipplock,29,Germany,DSC Arminia Bielefeld,€900K,€7K,Right,"Jul 3, 2018",
7481,208602,Y. van Nieff,25,Netherlands,Heracles Almelo,€975K,€3K,Left,"Jul 1, 2018",
7482,224986,Jesús Valentín,26,Spain,Córdoba CF,€925K,€4K,Right,"Jan 31, 2018",
7483,236506,M. Senesi,21,Argentina,San Lorenzo de Almagro,€1.4M,€5K,Left,"Jan 19, 2016",
7484,197851,A. Hayashi,31,Japan,FC Tokyo,€550K,€4K,Right,"Jan 1, 2017",
7485,202459,J. Drost,25,Netherlands,Heracles Almelo,€1.1M,€4K,Left,"Aug 30, 2018",
7486,223195,O. Ovacıklı,29,Turkey,Çaykur Rizespor,€675K,€6K,Right,"Jun 30, 2012",
7487,229851,A. Al Bulayhi,28,Saudi Arabia,Al Hilal,€725K,€14K,Left,"Jul 2, 2017",
7488,173531,B. Amos,28,England,Millwall,€625K,€4K,Right,,
7489,235996,N. Moumi Ngamaleu,23,Cameroon,BSC Young Boys,€1.2M,€8K,Right,"Aug 26, 2017",
7490,214493,J. Aguirre,31,Colombia,Independiente Santa Fe,€775K,€2K,Right,"Jul 3, 2018",
7491,233437,S. Hlanti,28,South Africa,,€0,€0,Left,,
7492,173533,D. Button,29,England,Brighton & Hove Albion,€600K,€14K,Right,"Jul 16, 2018",
7493,177885,K. Özer,30,Turkey,MKE Ankaragücü,€850K,€9K,Right,"Dec 1, 2017",
7494,189661,Álvaro,27,Spain,UD Almería,€1M,€4K,Left,"Jul 2, 2018",
7495,212958,K. Opare,27,United States,DC United,€850K,€3K,Right,"Jul 29, 2014",
7496,216286,J. Andersen,25,Denmark,Hammarby IF,€1.1M,€3K,Right,"Jul 15, 2017",
7497,220126,M. Diagne,24,Senegal,AS Nancy Lorraine,€1.1M,€3K,Right,"Jul 1, 2014",
7498,221662,S. Skrabb,23,Finland,IFK Norrköping,€1.3M,€3K,Left,"Jan 8, 2017",
7499,223710,V. Muriqi,24,Kosovo,Çaykur Rizespor,€1.2M,€6K,Left,"Jan 17, 2018",
7500,234462,H. Yılmaz,34,Turkey,Alanyaspor,€375K,€5K,Right,"Aug 27, 2014",
7501,237023,Y. Merdji,24,France,AJ Auxerre,€1.2M,€3K,Right,"Jul 1, 2018",
7502,246239,J. Matoušek,20,Czech Republic,SK Slavia Praha,€2M,€1K,Right,"Aug 7, 2018",
7503,184031,Licá,29,Portugal,Os Belenenses,€875K,€4K,Right,"Feb 1, 2018",
7504,188383,P. Valdivia,30,France,Nîmes Olympique,€825K,€8K,Left,"Jun 12, 2017",
7505,198624,J. Shaughnessy,25,Republic of Ireland,St. Johnstone FC,€1M,€3K,Left,"Jun 13, 2015",
7506,212192,J. Green,23,United States,SpVgg Greuther Fürth,€1.3M,€4K,Right,"Jun 17, 2018",
7507,229856,J. Parraguez,28,Chile,CD Huachipato,€925K,€3K,Right,"Jul 10, 2017",
7508,190176,Marc Pedraza,31,Spain,RCD Mallorca,€600K,€4K,Right,"Jul 28, 2017",
7509,196064,Q. Antipas,34,Zimbabwe,Hobro IK,€475K,€5K,Right,"Jul 21, 2018",
7510,198625,S. Bain,26,Scotland,Celtic,€800K,€14K,Right,"Jul 1, 2018",
7511,202465,R. Towell,26,Republic of Ireland,Rotherham United,€1M,€17K,Right,,
7512,210401,C. Donis,23,Greece,Panathinaikos FC,€1.2M,€1K,Right,"Jul 1, 2012",
7513,214753,J. Muñoz,30,Chile,CD Palestino,€850K,€5K,Right,,
7514,239073,C. Antwi-Adjej,24,Germany,SC Paderborn 07,€1.2M,€5K,Right,"Jul 1, 2017",
7515,220386,Iván Rodríguez,22,Spain,Málaga CF,€1.1M,€4K,Right,"Jul 1, 2013",
7516,226786,A. Bono,24,United States,Toronto FC,€900K,€2K,Right,"Jan 15, 2015",
7517,232162,S. Ugarković,23,Australia,Newcastle Jets,€1M,€2K,Right,"Jan 8, 2016",
7518,242146,C. Gonzalez,28,Chile,Unión La Calera,€625K,€1K,Right,"Jan 1, 2017",
7519,184290,T. Pekhart,29,Czech Republic,UD Las Palmas,€900K,€5K,Right,"Aug 13, 2018",
7520,194018,J. Collins,27,Republic of Ireland,Luton Town,€950K,€5K,Right,"Jun 29, 2017",
7521,201955,M. Haïdara,25,France,Racing Club de Lens,€925K,€4K,Left,"Jul 1, 2018",
7522,210147,M. Al Harbi,30,Saudi Arabia,Al Ittihad,€650K,€13K,Left,"Jul 26, 2018",
7523,229091,B. Peacock-Farrell,21,Northern Ireland,Leeds United,€1.1M,€8K,Left,"Jun 2, 2015",
7524,236259,S. Peña,22,Peru,CD Tondela,€1.2M,€4K,Right,,
7525,240099,K. Rüegg,19,Switzerland,FC Zürich,€1.7M,€3K,Right,"Jul 1, 2017",
7526,244963,Ivanildo Fernandes,22,Portugal,Moreirense FC,€1.1M,€4K,Left,,
7527,204260,F. Raspentino,29,France,Valenciennes FC,€900K,€4K,Right,"Sep 3, 2018",
7528,211428,Etxeberría,23,Spain,CD Numancia,€1.1M,€4K,Right,"Jul 1, 2018",
7529,230372,Helito Caldeira,34,Brazil,Fluminense,€250K,€10K,Right,"Jan 1, 2018",
7530,236260,A. Santamaría,26,Peru,Puebla FC,€925K,€4K,Right,"Jan 1, 2018",
7531,183524,S. Lowry,29,Australia,Perth Glory,€775K,€3K,Left,"Jan 27, 2016",
7532,229605,C. Connolly,20,England,Wigan Athletic,€1.5M,€20K,Right,,
7533,237541,Pedrosa,21,Portugal,Vitória de Setúbal,€1.1M,€2K,Right,"Jul 1, 2016",
7534,239589,W. Kanga,20,Ivory Coast,Angers SCO,€1.4M,€8K,Right,"Jul 1, 2017",
7535,241381,M. Madisha,23,South Africa,,€0,€0,Right,,
7536,176357,J. Mousinho,32,England,Oxford United,€525K,€5K,Right,"Aug 31, 2017",
7537,181477,N. Boogaard,31,Australia,Newcastle Jets,€600K,€2K,Right,"Jun 9, 2015",
7538,201446,G. Moncur,24,England,Barnsley,€1.2M,€5K,Right,"Jun 21, 2016",
7539,221926,M. Araz,24,Switzerland,Atiker Konyaspor,€1.2M,€6K,Right,"Jul 23, 2017",
7540,231142,Nuno Tomás,22,Portugal,Os Belenenses,€950K,€3K,Left,"Jul 1, 2015",
7541,237542,G. Páez,28,Venezuela,Kaizer Chiefs,€925K,€1K,Right,"Jan 31, 2017",
7542,188390,G. Galitsios,31,Greece,Royal Excel Mouscron,€575K,€5K,Right,"Jan 29, 2018",
7543,190438,F. Semb Berge,28,Norway,Odds BK,€850K,€2K,Right,"Jan 11, 2016",
7544,214759,R. de la Fuente,27,Chile,CD Universidad de Concepción,€825K,€2K,Left,"May 24, 2015",
7545,222951,M. Rodák,21,Slovakia,Rotherham United,€1M,€10K,Right,,
7546,226535,S. Johnson,25,Liberia,Vålerenga Fotball,€1.2M,€3K,Right,"Jan 23, 2018",
7547,239335,Óscar,20,Spain,CD Leganés,€1.7M,€32K,Right,,
7548,170472,J. Parr,29,Norway,Strømsgodset IF,€675K,€2K,Left,"Jan 13, 2016",
7549,237544,L. Vido,21,Italy,Perugia,€2M,€9K,Right,,
7550,189160,G. McCleary,31,Jamaica,Reading,€775K,€15K,Right,"May 16, 2012",
7551,210409,L. MacLeod,24,Scotland,Brentford,€1.1M,€14K,Right,"Jan 1, 2015",
7552,225769,G. Dobson,20,England,Walsall,€1.3M,€3K,Right,"Jan 3, 2018",
7553,231913,F. Aursnes,22,Norway,Molde FK,€1.3M,€3K,Right,"Dec 1, 2015",
7554,215786,Y. Boé-Kane,27,France,AC Ajaccio,€875K,€3K,Right,"Jul 15, 2016",
7555,209643,M. Vilotić,31,Serbia,FC St. Gallen,€600K,€6K,Right,"Jul 4, 2018",
7556,234987,A. Androutsos,21,Greece,Olympiacos CFP,€1.6M,€1K,Right,"Jul 1, 2016",
7557,179947,Edgar,31,Brazil,Daegu FC,€800K,€3K,Right,"Jul 10, 2018",
7558,203756,M. Smith,29,England,Queens Park Rangers,€900K,€5K,Left,"Jan 31, 2017",
7559,205548,N. Bellomo,27,Italy,US Salernitana 1919,€925K,€2K,Right,"Jul 1, 2018",
7560,170988,Toquero,33,Spain,Real Zaragoza,€550K,€5K,Right,"Aug 4, 2017",
7561,239340,J. Chabot,20,Germany,FC Groningen,€1.2M,€3K,Left,"Jul 16, 2018",
7562,211437,L. Bertone,24,Switzerland,BSC Young Boys,€1.2M,€8K,Right,"May 1, 2012",
7563,214765,M. Herrera,26,Argentina,Club Atlético Lanús,€900K,€7K,Right,"Aug 1, 2012",
7564,223981,M. Clark,22,England,Vitesse,€1.2M,€5K,Left,"Jul 1, 2018",
7565,234989,A. Benedetti,26,Italy,Cittadella,€850K,€2K,Left,"Aug 7, 2017",
7566,239085,E. Håland,17,Norway,Molde FK,€1.8M,€2K,Left,"Feb 1, 2017",
7567,198638,O. Buff,25,Switzerland,Real Zaragoza,€1.1M,€4K,Right,"Jul 1, 2017",
7568,223214,K. Friesenbichler,24,Austria,FK Austria Wien,€1.2M,€7K,Left,"Jul 1, 2017",
7569,223726,E. Kaş,26,Turkey,Yeni Malatyaspor,€850K,€6K,Left,"Aug 10, 2018",
